Item_id,Location1,Location2,room_size,area,current_floor,total_from,building_type,repair_status,bill_of_sale,price (AZN)
4939165,yasamal,20 Yanvar m.,2,50,10,17,new,Yes,Yes,158000
4996790,yasamal,20 Yanvar m.,3,120,15,18,new,Yes,Yes,245000
5030622,yasamal,20 Yanvar m.,3,96,14,20,new,Yes,Yes,240000
5030615,yasamal,20 Yanvar m.,3,100,14,20,new,Yes,Yes,260000
5030609,yasamal,Yeni Yasamal q.,3,90,19,21,new,Yes,Yes,165000
5030603,yasamal,8 Noyabr m.,3,143,27,27,new,Yes,Yes,400000
5030598,yasamal,İnşaatçılar m.,2,50,4,5,old,Yes,Yes,135000
4940705,yasamal,Yeni Yasamal q.,3,110,14,17,new,Yes,Yes,190000
5030596,yasamal,İnşaatçılar m.,2,77,19,21,new,Yes,Yes,184000
4958158,yasamal,İnşaatçılar m.,3,80,17,19,new,Yes,Yes,167000
4862296,yasamal,Elmlər Akademiyası m.,3,135,7,17,new,Yes,Yes,580000
4314725,yasamal,8 Noyabr m.,3,106,25,27,new,Yes,Yes,345000
5030571,yasamal,Elmlər Akademiyası m.,2,50,3,5,old,Yes,Yes,135000
5012239,yasamal,Yasamal q.,3,110,12,17,new,Yes,Yes,370000
5013806,yasamal,İnşaatçılar m.,2,65,5,5,old,Yes,Yes,147000
5030562,yasamal,20 Yanvar m.,4,100,10,20,new,Yes,Yes,265000
5030559,yasamal,İnşaatçılar m.,4,221,11,18,new,Yes,Yes,450000
5030548,yasamal,İnşaatçılar m.,2,65,9,9,old,Yes,Yes,168000
5030536,yasamal,8 Noyabr m.,3,109,13,24,new,Yes,Yes,369000
4859165.html,yasamal,Elmlər Akademiyası m.,4,170,4,16,new,Yes,Yes,560000
4926826,yasamal,8 Noyabr m.,3,145,14,14,new,Yes,Yes,315000
4966191,yasamal,İnşaatçılar m.,2,60,2,9,old,Yes,Yes,145000
4995288,yasamal,Nizami m.,3,80,3,3,old,Yes,Yes,225000
5030476,yasamal,İçəri Şəhər m.,4,192,8,16,new,Yes,Yes,500000
5030473,yasamal,20 Yanvar m.,3,96,14,20,new,Yes,Yes,259000
5030454,yasamal,Nizami m.,3,175,8,24,new,Yes,Yes,415000
5030472,yasamal,İnşaatçılar m.,2,72,12,20,new,Yes,Yes,172000
4791127,yasamal,Nizami m.,3,175,8,23,new,Yes,Yes,420000
5030462,yasamal,Yasamal q.,3,100,6,16,new,Yes,Yes,300000
5000797,yasamal,20 Yanvar m.,2,50,17,20,new,Yes,Yes,158000
5020736,yasamal,Yasamal r.,2,66,4,9,new,Yes,Yes,155000
4955508,yasamal,Elmlər Akademiyası m.,2,86,12,17,new,Yes,Yes,375000
5030441,yasamal,İnşaatçılar m.,3,86,4,17,new,Yes,Yes,188000
4963003,yasamal,8 Noyabr m.,2,50,5,6,old,Yes,Yes,165000
5030426,yasamal,Elmlər Akademiyası m.,2,70,5,16,new,Yes,Yes,249000
4920524,yasamal,Elmlər Akademiyası m.,2,50,5,5,old,Yes,Yes,155000
4783696,yasamal,Elmlər Akademiyası m.,2,55,2,5,old,Yes,Yes,155000
5028015,yasamal,Elmlər Akademiyası m.,2,65,7,9,old,Yes,Yes,175000
4715750,yasamal,İnşaatçılar m.,2,100,11,19,new,Yes,Yes,170000
4944586,yasamal,İnşaatçılar m.,4,137,12,15,new,Yes,Yes,425000
4934969,yasamal,Elmlər Akademiyası m.,2,65,5,16,new,Yes,Yes,249000
4950956,yasamal,İçəri Şəhər m.,2,50,2,5,old,Yes,Yes,153000
4676347,yasamal,Elmlər Akademiyası m.,3,135,13,17,new,Yes,Yes,455000
5030386,yasamal,İnşaatçılar m.,2,55,9,9,old,Yes,Yes,168000
4638241,yasamal,Elmlər Akademiyası m.,3,135,9,17,new,No,Yes,330000
5030365,yasamal,İnşaatçılar m.,2,56,3,19,new,Yes,Yes,130000
5027679,yasamal,İnşaatçılar m.,3,125,17,18,new,Yes,Yes,209000
4941819,yasamal,Elmlər Akademiyası m.,3,156,6,17,new,No,No,295000
4410541,yasamal,Elmlər Akademiyası m.,5,370,15,16,new,Yes,Yes,560000
5030344,yasamal,Nizami m.,4,203,12,13,new,Yes,Yes,700000
5030338,yasamal,İnşaatçılar m.,3,85,4,17,new,Yes,Yes,188000
4910910,yasamal,Elmlər Akademiyası m.,1,68,4,17,new,No,Yes,221000
4951966,yasamal,Elmlər Akademiyası m.,4,180,5,17,new,No,Yes,567000
5030323,yasamal,İnşaatçılar m.,3,96,6,19,new,Yes,No,215000
4392584,yasamal,Elmlər Akademiyası m.,4,100,5,5,old,Yes,Yes,264000
5030313,yasamal,20 Yanvar m.,3,120,15,18,new,Yes,Yes,248000
5029061,yasamal,İnşaatçılar m.,3,90,5,16,new,Yes,Yes,188000
4956285,yasamal,20 Yanvar m.,2,56,11,20,new,Yes,Yes,165000
4957329,yasamal,İnşaatçılar m.,4,160,16,17,new,Yes,Yes,298000
5030294,yasamal,8 Noyabr m.,3,75,3,5,old,Yes,Yes,198000
4803754,yasamal,İnşaatçılar m.,3,135,2,12,new,Yes,Yes,198000
5028990,yasamal,İnşaatçılar m.,3,80,3,5,old,Yes,Yes,185000
4683555,yasamal,İnşaatçılar m.,3,148,12,16,new,Yes,Yes,220000
5030265,yasamal,Elmlər Akademiyası m.,3,150,5,16,new,No,No,360000
4897810,yasamal,İnşaatçılar m.,3,124,11,14,new,Yes,Yes,210000
4981756,yasamal,Elmlər Akademiyası m.,2,97,6,16,new,Yes,Yes,285000
5030252,yasamal,İnşaatçılar m.,2,65,8,16,new,Yes,Yes,148000
5030250,yasamal,Elmlər Akademiyası m.,2,65,5,17,new,Yes,Yes,249000
4237437,yasamal,İnşaatçılar m.,4,141,3,17,new,Yes,Yes,253000
4895435,yasamal,Yeni Yasamal q.,3,80,7,9,old,Yes,Yes,146000
4997347,yasamal,20 Yanvar m.,2,47,15,19,new,Yes,Yes,140000
4938497,yasamal,Elmlər Akademiyası m.,2,65,5,16,new,Yes,Yes,249000
5030210,yasamal,İnşaatçılar m.,4,160,16,17,new,Yes,No,298000
5030201,yasamal,Yasamal r.,2,67,6,16,new,Yes,Yes,249000
4997059,yasamal,Elmlər Akademiyası m.,3,155,3,17,new,Yes,Yes,320000
5030193,yasamal,İnşaatçılar m.,3,85.5,4,17,new,Yes,Yes,188000
4582295,yasamal,İnşaatçılar m.,2,90,12,17,new,No,No,246000
4374615,yasamal,Elmlər Akademiyası m.,3,78,7,12,new,Yes,Yes,230000
4468975,yasamal,İnşaatçılar m.,3,69,13,14,new,Yes,No,230000
5030176,yasamal,İnşaatçılar m.,3,123,19,19,new,Yes,Yes,140000
4999236,yasamal,Yeni Yasamal q.,3,105,5,16,new,Yes,Yes,200000
4793814,yasamal,İnşaatçılar m.,2,52,7,14,new,Yes,No,175000
4827342,yasamal,İnşaatçılar m.,2,63,14,16,new,Yes,Yes,146000
5021833,yasamal,Elmlər Akademiyası m.,2,85,12,12,new,Yes,Yes,155000
5030150,yasamal,Yeni Yasamal q.,3,102,10,12,new,Yes,Yes,199000
5030138,yasamal,İnşaatçılar m.,3,115,17,18,new,Yes,Yes,209000
5030132,yasamal,Yasamal r.,3,142,12,17,new,Yes,Yes,298000
5014865,yasamal,Elmlər Akademiyası m.,2,48,3,5,old,No,Yes,135000
5029935,yasamal,İnşaatçılar m.,2,108.7,15,15,new,No,No,201095
5030123,yasamal,İnşaatçılar m.,2,47,5,5,old,Yes,Yes,117800
5029934,yasamal,İnşaatçılar m.,3,132.8,3,15,new,No,Yes,312080
5030119,yasamal,Yeni Yasamal q.,3,101.5,12,21,new,Yes,Yes,186000
5030102,yasamal,İnşaatçılar m.,2,68,8,9,new,Yes,Yes,166000
4685311,yasamal,20 Yanvar m.,3,105,17,19,new,Yes,Yes,245000
4731815,yasamal,Nizami m.,4,115,4,14,new,Yes,Yes,299000
5030077,yasamal,İnşaatçılar m.,1,31,3,6,new,Yes,Yes,115000
4941740,yasamal,İnşaatçılar m.,3,80,3,9,old,Yes,Yes,198000
4469237,yasamal,Elmlər Akademiyası m.,3,110,5,12,old,Yes,Yes,225000
5030044,yasamal,Yasamal r.,2,50,3,16,new,Yes,No,128000
4985020,yasamal,Yasamal q.,3,170,2,21,new,Yes,No,246000
4980394,yasamal,20 Yanvar m.,3,105,5,18,new,Yes,No,210000
4479625,yasamal,Yeni Yasamal q.,3,90,11,11,new,Yes,Yes,139000
5030034,yasamal,Yeni Yasamal q.,2,51,13,20,new,Yes,Yes,134800
4878877,yasamal,İnşaatçılar m.,3,135,10,11,new,Yes,Yes,196000
4956500,yasamal,İnşaatçılar m.,3,124,17,18,new,Yes,Yes,280000
5024491,yasamal,Yeni Yasamal q.,2,50,3,19,new,Yes,Yes,127000
5030008,yasamal,Nizami m.,3,70,1,5,old,Yes,Yes,175000
4954629,yasamal,20 Yanvar m.,2,44.1,3,20,new,No,Yes,128000
5029938,yasamal,20 Yanvar m.,2,82,3,20,new,Yes,Yes,235000
4864288.html,yasamal,8 Noyabr m.,3,148,13,27,new,Yes,Yes,398300
4855521,yasamal,İnşaatçılar m.,3,110,4,12,new,Yes,Yes,280000
5029914,yasamal,İnşaatçılar m.,4,221,11,18,new,Yes,Yes,450000
5009393,yasamal,İnşaatçılar m.,2,100,17,18,new,Yes,Yes,193000
3960031,yasamal,Elmlər Akademiyası m.,3,100,4,16,new,Yes,Yes,295000
5029878,yasamal,20 Yanvar m.,2,90,8,16,new,Yes,Yes,285000
5029868,yasamal,İnşaatçılar m.,4,100,4,9,new,Yes,Yes,185000
4849709,yasamal,Yeni Yasamal q.,2,72,9,16,new,No,No,125000
5029841,yasamal,İnşaatçılar m.,2,56,4,17,new,Yes,Yes,130000
4999193,yasamal,Elmlər Akademiyası m.,3,162,12,16,new,No,Yes,632000
5020086,yasamal,Yasamal r.,3,88,11,12,new,No,No,246400
5026174,yasamal,İnşaatçılar m.,2,40,2,5,new,Yes,Yes,135000
4794172,yasamal,İnşaatçılar m.,3,90,5,9,old,Yes,Yes,180000
5029759,yasamal,İçəri Şəhər m.,2,62,7,7,old,Yes,Yes,170000
5027177,yasamal,İnşaatçılar m.,3,85,6,9,old,Yes,Yes,193000
4956750,yasamal,Elmlər Akademiyası m.,3,155,11,20,new,No,Yes,520000
2326366,yasamal,İnşaatçılar m.,3,144,11,17,new,Yes,Yes,295000
4590108,yasamal,20 Yanvar m.,3,150,17,17,new,No,Yes,109000
5017931,yasamal,8 Noyabr m.,4,186,7,22,new,No,Yes,399000
5029726,yasamal,İnşaatçılar m.,3,100,20,20,new,Yes,Yes,160000
5029717,yasamal,İçəri Şəhər m.,3,90,2,17,new,Yes,Yes,335000
4798911,yasamal,Elmlər Akademiyası m.,3,112.5,6,16,new,No,Yes,430000
4982756,yasamal,Nizami m.,3,152,15,18,new,No,Yes,395000
4804681,yasamal,İnşaatçılar m.,3,120,9,14,new,Yes,Yes,310000
4804724,yasamal,İnşaatçılar m.,2,72,17,17,new,Yes,Yes,180000
4811379,yasamal,İnşaatçılar m.,2,90,7,19,new,Yes,Yes,308000
4876249,yasamal,İnşaatçılar m.,3,56,12,15,new,Yes,Yes,197000
4844460,yasamal,İnşaatçılar m.,3,125,8,16,new,Yes,Yes,234000
4962039,yasamal,Yasamal r.,4,147,7,23,new,Yes,Yes,280000
4411954,yasamal,Elmlər Akademiyası m.,3,132,14,19,new,Yes,Yes,310000
4941042,yasamal,Elmlər Akademiyası m.,4,185,11,17,new,Yes,Yes,650000
4917533,yasamal,İnşaatçılar m.,2,51.9,19,20,new,Yes,Yes,181000
4897882,yasamal,Elmlər Akademiyası m.,2,52,1,5,old,Yes,Yes,136000
4980775,yasamal,20 Yanvar m.,3,84,16,20,new,Yes,Yes,203000
4950257,yasamal,Nizami m.,3,175,7,22,new,Yes,Yes,399000
4980368,yasamal,İnşaatçılar m.,3,110,12,17,new,Yes,Yes,365000
4277829,yasamal,İnşaatçılar m.,4,173,7,16,new,Yes,Yes,310000
4932187,yasamal,Elmlər Akademiyası m.,2,65,5,16,new,Yes,Yes,249000
5029681,yasamal,İnşaatçılar m.,3,105,12,21,new,Yes,Yes,186000
4998119,yasamal,20 Yanvar m.,3,92,3,20,new,Yes,Yes,255000
4995477,yasamal,Yeni Yasamal q.,8,307,12,12,new,Yes,Yes,268000
5019696,yasamal,Elmlər Akademiyası m.,3,210,12,13,old,Yes,Yes,250000
4999968,yasamal,Yeni Yasamal q.,2,65,7,9,old,Yes,Yes,150000
4882591,yasamal,Yasamal r.,3,119,17,21,new,Yes,Yes,195000
5029595,yasamal,8 Noyabr m.,2,60,5,5,old,Yes,Yes,165000
5029591,yasamal,20 Yanvar m.,2,48,20,20,new,Yes,Yes,150000
4928325,yasamal,İnşaatçılar m.,2,45,5,5,old,Yes,Yes,117800
5029582,yasamal,İnşaatçılar m.,3,120,12,21,new,Yes,Yes,240000
5029574,yasamal,Yasamal r.,3,130,11,12,new,Yes,Yes,219000
5019298,yasamal,İnşaatçılar m.,3,106,15,18,new,Yes,Yes,230000
4956014,yasamal,20 Yanvar m.,3,95,17,19,new,Yes,Yes,230000
5029564,yasamal,Elmlər Akademiyası m.,3,102,9,17,new,Yes,No,288000
4955800,yasamal,Yeni Yasamal q.,3,96,10,17,new,Yes,Yes,191000
4955030,yasamal,İnşaatçılar m.,3,70,5,5,old,Yes,Yes,165000
4920889,yasamal,İnşaatçılar m.,2,102,15,17,new,Yes,Yes,175000
5029547,yasamal,İnşaatçılar m.,3,115,11,12,new,Yes,Yes,200000
5029525,yasamal,İnşaatçılar m.,2,51,6,12,new,Yes,Yes,130000
4815101,yasamal,Elmlər Akademiyası m.,4,170,15,20,new,Yes,Yes,550000
4956195,yasamal,Yasamal r.,2,35,1,2,old,Yes,Yes,108000
5029520,yasamal,Nizami m.,3,82,2,6,new,Yes,Yes,250000
4944901,yasamal,Elmlər Akademiyası m.,4,184.9,9,17,new,No,Yes,469000
5029503,yasamal,20 Yanvar m.,3,130,15,18,new,Yes,Yes,245000
4804714,yasamal,İnşaatçılar m.,5,140,1,5,old,Yes,Yes,290000
5025258,yasamal,İnşaatçılar m.,2,40,8,9,old,Yes,Yes,110000
5029483,yasamal,İnşaatçılar m.,3,135,13,17,new,Yes,Yes,225000
5029469,yasamal,Yasamal r.,1,36,3,9,new,Yes,Yes,102000
4981932,yasamal,İnşaatçılar m.,3,85,3,9,new,Yes,Yes,219000
4927694,yasamal,Elmlər Akademiyası m.,5,205,7,14,new,Yes,Yes,499000
5029455,yasamal,Yeni Yasamal q.,3,85,3,9,new,Yes,Yes,219000
5029449,yasamal,Yasamal r.,2,81,2,20,new,Yes,Yes,235000
4807257,yasamal,Elmlər Akademiyası m.,2,96,5,17,new,Yes,Yes,263000
5029402,yasamal,Elmlər Akademiyası m.,2,35,2,5,old,Yes,Yes,135000
4730660,yasamal,20 Yanvar m.,3,100,14,17,new,Yes,Yes,255000
5029394,yasamal,Yasamal r.,4,250,4,16,new,Yes,Yes,950000
3835906,yasamal,Nizami m.,4,180,5,18,new,Yes,Yes,430000
5029362,yasamal,Yasamal r.,4,204,9,22,new,No,Yes,570000
4595915,yasamal,Elmlər Akademiyası m.,4,100,3,5,old,Yes,Yes,260000
5029326,yasamal,İnşaatçılar m.,2,30,2,5,old,Yes,Yes,135000
5029331,yasamal,Yasamal r.,3,110,12,13,old,Yes,Yes,250000
5029323,yasamal,20 Yanvar m.,2,57,11,16,new,Yes,Yes,174000
5029319,yasamal,20 Yanvar m.,4,91,16,17,new,Yes,Yes,220000
5023924,yasamal,Yasamal r.,3,85,2,12,new,Yes,Yes,213000
5029293,yasamal,20 Yanvar m.,2,60,8,20,new,Yes,Yes,174000
5029279,yasamal,İnşaatçılar m.,2,100,14,17,new,Yes,Yes,120000
5029260,yasamal,İnşaatçılar m.,2,84,13,16,new,Yes,Yes,240000
5029251,yasamal,Yasamal r.,3,105,6,18,new,Yes,No,288000
5029254,yasamal,Yasamal r.,3,115,6,18,new,Yes,No,209000
5029250,yasamal,20 Yanvar m.,3,115,17,18,new,Yes,Yes,209000
5029234,yasamal,İnşaatçılar m.,3,120,18,19,new,No,Yes,253000
4667186,yasamal,Yasamal r.,3,178,3,19,new,Yes,Yes,380000
5019154,yasamal,Yeni Yasamal q.,2,75,12,17,new,Yes,Yes,159000
4268823,yasamal,Yeni Yasamal q.,3,90,11,16,new,Yes,Yes,204000
4591041,yasamal,Yasamal r.,4,147,4,20,new,Yes,Yes,270000
5029218,yasamal,Yeni Yasamal q.,2,65,10,19,new,Yes,Yes,152000
5029201,yasamal,Yasamal r.,3,85,3,9,new,Yes,Yes,219000
4654248,yasamal,İnşaatçılar m.,2,55,10,20,new,Yes,Yes,140000
4924147,yasamal,Yasamal r.,4,152,7,22,old,Yes,Yes,277000
4800436,yasamal,İnşaatçılar m.,2,57,10,20,new,Yes,No,110000
4950825,yasamal,Elmlər Akademiyası m.,2,77,5,11,new,Yes,No,202000
4955163,yasamal,20 Yanvar m.,2,45,4,20,new,Yes,Yes,145000
4955709,yasamal,20 Yanvar m.,2,44,3,19,new,No,Yes,120000
4828541,yasamal,Yeni Yasamal q.,3,66,13,18,new,Yes,Yes,145000
4939727,yasamal,Yasamal q.,4,180,16,21,new,Yes,Yes,300000
4939762,yasamal,İnşaatçılar m.,4,140,7,17,new,Yes,Yes,250000
5029070,yasamal,İnşaatçılar m.,2,65,18,20,new,Yes,Yes,126000
5029067,yasamal,20 Yanvar m.,3,120,15,20,new,Yes,Yes,245000
5029056,yasamal,Nizami m.,3,90,5,5,old,Yes,Yes,204000
5029058,yasamal,Nizami m.,3,110,4,11,new,Yes,Yes,260000
5029053,yasamal,İnşaatçılar m.,3,110,8,12,new,Yes,Yes,210000
5029038,yasamal,Nizami m.,3,175,13,19,new,Yes,Yes,365000
4955531,yasamal,İnşaatçılar m.,4,160,10,10,new,Yes,Yes,260000
5029016,yasamal,İnşaatçılar m.,2,75,12,18,new,Yes,Yes,172000
4830260,yasamal,Elmlər Akademiyası m.,4,108,9,10,old,Yes,Yes,225000
4966849,yasamal,Elmlər Akademiyası m.,3,115,16,17,new,Yes,Yes,265000
4951573,yasamal,İnşaatçılar m.,4,136,22,25,new,Yes,Yes,320000
5028977,yasamal,İnşaatçılar m.,2,81,2,20,new,Yes,Yes,235000
5028973,yasamal,20 Yanvar m.,3,95.2,2,17,new,Yes,Yes,270000
4954947,yasamal,İnşaatçılar m.,2,44,4,5,old,Yes,Yes,140000
4955387,yasamal,Nizami m.,4,210,6,20,new,Yes,Yes,630000
4955822,yasamal,İnşaatçılar m.,3,100,15,19,new,Yes,Yes,350000
5028887,yasamal,Elmlər Akademiyası m.,3,70,5,5,old,Yes,Yes,173000
5028868,yasamal,Yeni Yasamal q.,3,105,10,14,new,Yes,Yes,215000
5002469,yasamal,Elmlər Akademiyası m.,3,104,11,19,new,Yes,Yes,420000
4742855,yasamal,Elmlər Akademiyası m.,3,127,11,19,new,Yes,Yes,520000
5028849,yasamal,Yasamal r.,1,36,3,9,new,Yes,Yes,107000
5028837,yasamal,Yeni Yasamal q.,3,150,4,14,new,Yes,Yes,260000
5028842,yasamal,İnşaatçılar m.,3,50,2,19,new,Yes,Yes,178000
5028838,yasamal,Elmlər Akademiyası m.,3,90,1,5,old,Yes,Yes,248000
5028813,yasamal,Yeni Yasamal q.,2,56.3,10,19,new,Yes,Yes,152000
5028792,yasamal,İnşaatçılar m.,4,160,16,17,new,Yes,Yes,298000
4473123,yasamal,Yeni Yasamal q.,3,101,10,20,new,Yes,Yes,175000
5028780,yasamal,İnşaatçılar m.,4,110,1,9,old,Yes,Yes,245000
5028776,yasamal,Yeni Yasamal q.,2,92,7,12,new,Yes,Yes,179000
5028751,yasamal,Yasamal q.,1,36,3,9,new,Yes,Yes,107000
5028745,yasamal,Elmlər Akademiyası m.,4,112,6,9,old,Yes,Yes,257000
4238708,yasamal,İnşaatçılar m.,4,140,3,17,new,Yes,Yes,255000
5028700,yasamal,Elmlər Akademiyası m.,3,85,8,9,old,Yes,Yes,230000
4741497,yasamal,Elmlər Akademiyası m.,3,108,3,9,old,Yes,Yes,245000
4894318,yasamal,Nizami m.,4,180,6,12,new,Yes,Yes,380000
5028675,yasamal,İçəri Şəhər m.,4,191,8,16,new,Yes,Yes,500000
4976576,yasamal,Elmlər Akademiyası m.,2,93,8,17,new,Yes,Yes,255000
5019095,yasamal,8 Noyabr m.,3,107,4,27,new,Yes,Yes,356000
5019104,yasamal,8 Noyabr m.,2,105,27,27,new,Yes,Yes,309000
4668743,yasamal,İnşaatçılar m.,2,72.7,13,14,new,No,No,180000
4812292,yasamal,Elmlər Akademiyası m.,4,110,2,5,old,Yes,Yes,400000
5028615,yasamal,Elmlər Akademiyası m.,4,205,13,19,new,Yes,Yes,650000
5028600,yasamal,Nizami m.,3,85,5,9,old,Yes,Yes,215000
4848309,yasamal,8 Noyabr m.,3,145,13,24,new,Yes,Yes,450000
5028586,yasamal,Nizami m.,3,130,5,5,new,Yes,Yes,240000
5028581,yasamal,Yasamal q.,2,60,1,9,new,Yes,Yes,145000
4913239,yasamal,Elmlər Akademiyası m.,4,181,9,17,new,No,Yes,470000
5028554,yasamal,İnşaatçılar m.,3,115,8,20,new,Yes,Yes,255000
4592422,yasamal,8 Noyabr m.,2,45,5,5,new,Yes,Yes,133000
5028546,yasamal,İnşaatçılar m.,3,110,12,17,new,Yes,Yes,365000
4782642,yasamal,8 Noyabr m.,2,50,11,12,new,Yes,Yes,205000
5028507,yasamal,Yeni Yasamal q.,2,88,3,15,new,No,Yes,140800
5028514,yasamal,Yasamal q.,2,65,2,9,new,Yes,Yes,146000
5028510,yasamal,İnşaatçılar m.,3,101.5,12,21,new,Yes,Yes,186000
5028501,yasamal,Yasamal r.,2,78,5,18,new,Yes,No,160000
4830438,yasamal,İnşaatçılar m.,3,105,15,20,new,Yes,Yes,180000
5028494,yasamal,8 Noyabr m.,3,107,4,27,new,Yes,Yes,358000
5028492,yasamal,İnşaatçılar m.,4,116,16,16,new,Yes,Yes,230000
4949602,yasamal,Nizami m.,4,200,6,14,new,Yes,Yes,380000
5028443,yasamal,İnşaatçılar m.,3,96,11,13,new,Yes,Yes,185000
5028441,yasamal,İnşaatçılar m.,3,125,17,18,new,Yes,Yes,209000
5028358,yasamal,20 Yanvar m.,3,118,3,12,new,No,No,239000
4939980,yasamal,Yeni Yasamal q.,1,53,2,14,new,No,Yes,84800
5028427,yasamal,Nizami m.,3,80,3,3,old,Yes,Yes,225000
4955530,yasamal,İnşaatçılar m.,3,149,5,5,new,Yes,Yes,300000
5028418,yasamal,İnşaatçılar m.,3,115,17,18,new,Yes,Yes,209000
5028410,yasamal,8 Noyabr m.,4,178,13,27,new,Yes,Yes,474000
5028381,yasamal,İnşaatçılar m.,2,80,9,14,new,Yes,Yes,154000
5028355,yasamal,İnşaatçılar m.,2,80,9,14,new,Yes,Yes,154000
4803825,yasamal,Elmlər Akademiyası m.,2,70,7,9,old,Yes,Yes,205000
5028350,yasamal,Nizami m.,3,73,11,16,new,Yes,Yes,225000
5028326,yasamal,İnşaatçılar m.,3,75,3,5,old,Yes,Yes,178000
4304447,yasamal,Elmlər Akademiyası m.,2,98,10,18,new,No,Yes,350000
4892494,yasamal,20 Yanvar m.,3,78,3,20,new,No,No,200000
5028317,yasamal,İnşaatçılar m.,2,61,13,19,new,Yes,Yes,137000
5028318,yasamal,Elmlər Akademiyası m.,3,95,4,16,new,Yes,Yes,320000
4196976,yasamal,İnşaatçılar m.,4,140,3,16,new,Yes,Yes,255000
5028290,yasamal,20 Yanvar m.,3,55,2,16,new,No,Yes,143000
5028278,yasamal,İnşaatçılar m.,2,85,9,18,new,Yes,Yes,183000
4996620,yasamal,Elmlər Akademiyası m.,2,52,1,5,old,Yes,Yes,133000
4954228,yasamal,İnşaatçılar m.,2,93,9,18,new,Yes,Yes,183000
5028271,yasamal,İnşaatçılar m.,4,160,16,17,new,Yes,Yes,298000
5011347,yasamal,Elmlər Akademiyası m.,3,90,6,9,old,Yes,Yes,239000
5028264,yasamal,Elmlər Akademiyası m.,3,115,2,7,new,Yes,Yes,335000
5006785,yasamal,Elmlər Akademiyası m.,2,55,4,16,new,Yes,Yes,165000
5006886,yasamal,Elmlər Akademiyası m.,3,133,6,17,new,Yes,Yes,290000
5028250,yasamal,Yasamal r.,2,55,5,5,old,Yes,Yes,165000
4954728,yasamal,Elmlər Akademiyası m.,3,156,13,17,new,No,Yes,374400
4881292,yasamal,Yasamal q.,3,80,9,9,old,Yes,Yes,205000
5028236,yasamal,Elmlər Akademiyası m.,2,67,9,16,new,Yes,Yes,285000
4876169,yasamal,Nizami m.,3,126,8,12,new,No,No,378000
4955364,yasamal,Elmlər Akademiyası m.,3,80,4,5,old,Yes,Yes,200000
4955174,yasamal,İnşaatçılar m.,4,160,16,17,new,Yes,Yes,285000
5028198,yasamal,İnşaatçılar m.,2,52,12,18,new,Yes,No,130000
5028190,yasamal,Nizami m.,3,155,6,13,new,Yes,Yes,585000
5028183,yasamal,İnşaatçılar m.,2,60,5,5,old,Yes,Yes,155000
5028169,yasamal,Nizami m.,3,157,13,17,new,No,Yes,700000
4786185,yasamal,Elmlər Akademiyası m.,4,205,14,19,new,Yes,Yes,650000
5028158,yasamal,Yasamal r.,2,49,4,16,new,Yes,No,125000
4911823,yasamal,Yasamal r.,2,58,4,16,new,Yes,Yes,165000
5028151,yasamal,20 Yanvar m.,4,110,5,9,old,Yes,Yes,250000
5028134,yasamal,Elmlər Akademiyası m.,4,200,3,17,new,Yes,Yes,650000
4863976,yasamal,Elmlər Akademiyası m.,3,119,5,16,new,Yes,Yes,515000
4851540,yasamal,20 Yanvar m.,3,70,13,20,new,Yes,Yes,193000
5028124,yasamal,Nizami m.,3,155,16,19,new,No,Yes,590000
4953900,yasamal,Nizami m.,3,100,16,17,new,Yes,Yes,260000
4666107,yasamal,Elmlər Akademiyası m.,3,73,5,5,new,Yes,Yes,185000
5028075,yasamal,Elmlər Akademiyası m.,2,81,10,16,new,Yes,Yes,285000
4899731,yasamal,8 Noyabr m.,3,127,5,14,new,Yes,Yes,330000
5028059,yasamal,20 Yanvar m.,3,55.4,2,20,new,No,Yes,143000
5028052,yasamal,Elmlər Akademiyası m.,3,90,2,17,new,Yes,Yes,335000
4867092,yasamal,İnşaatçılar m.,4,153,14,18,new,Yes,No,330000
5028029,yasamal,İçəri Şəhər m.,3,94,2,17,new,Yes,Yes,335000
4845067,yasamal,İnşaatçılar m.,3,90,6,18,new,Yes,Yes,219900
5028019,yasamal,İnşaatçılar m.,2,55,13,20,new,Yes,Yes,139000
4960129,yasamal,İnşaatçılar m.,3,121,10,15,new,Yes,Yes,300000
4367366,yasamal,Elmlər Akademiyası m.,4,100,5,5,old,Yes,Yes,269000
4956386,yasamal,20 Yanvar m.,3,155,3,17,new,Yes,Yes,320000
5027980,yasamal,20 Yanvar m.,2,58,8,20,new,Yes,Yes,174000
5027969,yasamal,Yeni Yasamal q.,3,135,13,16,new,Yes,Yes,235000
5027963,yasamal,Yasamal r.,2,65,2,12,new,Yes,Yes,145000
5027948,yasamal,Elmlər Akademiyası m.,3,215,14,21,new,Yes,Yes,820000
4951807,yasamal,İnşaatçılar m.,4,136,22,25,new,Yes,Yes,320000
4678085,yasamal,İnşaatçılar m.,4,147,19,20,new,Yes,Yes,254000
5007557,yasamal,20 Yanvar m.,3,80,5,18,new,Yes,Yes,259000
5003642,yasamal,İnşaatçılar m.,1,63,3,16,new,Yes,Yes,164000
5013748,yasamal,Elmlər Akademiyası m.,3,93,14,17,new,Yes,Yes,290000
5027909,yasamal,Yasamal r.,4,150,16,22,new,Yes,No,260000
5023942,yasamal,20 Yanvar m.,4,150,14,18,new,Yes,Yes,340000
